longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.19,37.93,27,1621,363,909,345,2.1513,99700
-121.23,37.94,20,268,78,77,49,1.125,150000
-121.22,37.93,21,336,68,206,73,4.75,121400
-121.22,37.95,30,1055,211,629,170,2.8676,76900
-121.18,37.96,35,411,74,193,59,2.5625,146900
-121.24,37.9,16,50,10,20,6,2.625,137500
-121.26,37.88,42,465,93,256,93,3.1719,158300
-121.28,37.9,28,371,71,171,70,0.9614,55700
-121.27,37.88,43,968,249,664,240,1.6458,83600
-121.27,37.87,34,1010,206,678,234,2.9531,104000
-121.31,37.9,38,226,44,125,38,2.9,125000
-121.29,37.89,26,161,27,1542,30,5.7485,162500
-121.29,37.87,29,488,108,308,115,2.6563,103100
-121.23,37.87,49,98,24,59,26,3.65,162500
-121.49,37.94,31,1860,394,1848,293,2.2891,162500
-121.38,37.88,44,1158,226,1094,224,2.6842,156300
-121.47,38.13,13,3192,715,1768,626,2.2619,123500
-121.42,38.22,35,1507,313,868,283,2.0284,96300
-121.36,38.15,42,2051,334,878,318,4.3553,185700
-121.32,38.16,14,2049,398,1071,369,3.5,240800
-121.32,38.13,5,3136,501,1327,467,5.5942,186900
-121.35,38.09,32,1706,292,923,284,5.5057,147200
-121.32,38.15,5,5428,994,2725,902,3.9323,130100
-121.23,38.12,22,393,58,134,57,3.95,178100
-121.23,38.11,48,561,81,240,69,3.6312,202800
-121.23,38.09,23,633,91,236,83,6.4562,230000
-121.26,38.09,35,930,186,525,201,2.0625,155000
-121.3,38.09,31,335,53,154,55,2.0694,175000
-121.29,38.07,21,1185,207,533,213,3.1917,204500
-121.25,38.07,28,2103,422,1167,391,3.0592,152800
-121.29,38.14,27,836,132,303,133,3.875,127400
-121.3,38.14,17,3507,696,1867,709,3.2123,120700
-121.29,38.14,34,2770,544,1409,535,3.2338,101800
-121.29,38.14,34,1500,337,674,282,2.515,110800
-121.29,38.13,31,1008,212,453,195,2.3917,113500
-121.3,38.13,27,1004,192,470,192,2.8942,116700
-121.3,38.13,23,2864,504,1298,499,3.2303,131800
-121.29,38.15,23,4183,633,1886,628,4.8787,175300
-121.28,38.14,37,3278,623,1431,575,3.3987,99500
-121.27,38.14,33,3557,894,2659,894,2.2883,86900
-121.27,38.14,40,929,257,576,229,2.125,137500
-121.28,38.14,38,2803,500,1223,509,4.119,128800
-121.28,38.13,48,1892,333,804,352,4.0625,143200
-121.27,38.13,52,1081,257,437,225,2.1979,114100
-121.27,38.13,40,2402,509,1197,486,2.1771,98200
-121.28,38.13,32,3366,676,1916,697,2.5401,125400
-121.28,38.12,34,3268,640,1906,628,2.8237,110700
-121.27,38.12,44,2356,482,1043,443,2.4949,108000
-121.29,38.13,20,3168,514,1390,490,5,154800
-121.3,38.13,26,2256,360,937,372,5.0528,153700
-121.29,38.12,18,1534,275,741,263,3.9607,132500
-121.3,38.12,11,1792,252,767,263,7.6889,229300
-121.3,38.11,5,5979,1190,2679,1084,4.196,171700
-121.27,38.11,11,3163,794,2106,762,2.4482,103000
-121.28,38.11,10,2974,588,1559,568,3.8825,136800
-121.27,38.11,15,2039,384,1178,375,3.8672,120100
-121.28,38.1,13,2432,586,1441,606,2.5556,133100
-121.29,38.1,14,1551,297,785,281,3.775,163300
-121.27,38.13,39,2614,634,1862,654,1.9238,70700
-121.27,38.12,37,2232,504,1455,471,2.5587,87800
-121.26,38.13,38,1419,411,1226,397,2.2188,68800
-121.26,38.12,27,1818,459,1182,428,1.8575,73800
-121.25,38.13,25,1305,270,789,235,3.2993,91100
-121.26,38.11,4,2058,366,933,316,4.2448,150900
-121.26,38.11,8,2770,642,1611,633,3.1284,115100
-121.25,38.14,16,1174,242,464,261,2.3,133300
-121.26,38.14,10,3371,665,1823,654,3.5333,116800
-121.27,38.13,35,2607,685,2016,618,1.75,82900
-121.26,38.13,25,2549,675,2053,648,2.0875,83100
-121.24,38.22,28,2593,487,1365,457,3.3929,113000
-121.22,38.16,24,4411,776,2038,732,3.475,151200
-121.28,38.17,19,1337,236,744,225,4.0924,244200
-121.32,38.21,27,2643,467,1455,444,3.6398,146700
-121.16,38.16,31,1953,366,999,316,2.4906,122500
-121.14,38.16,14,2591,497,1371,479,3.5774,113900
-121.06,38.25,13,651,102,301,104,3.6528,200000
-121.15,38.21,18,4176,700,2164,699,4.0365,174200
-121.05,38.14,19,3326,561,1544,511,2.9875,166300
-121.09,38.19,23,762,140,358,141,2.4545,105000
-121.19,38.13,27,2400,435,1085,444,3.7687,165200
-121.18,38.07,21,2333,377,1073,332,4.8125,161100
-120.97,38,27,1683,288,873,258,4.7069,176900
-121.05,37.93,17,2474,480,1649,453,3.275,156500
-121.11,38.04,32,1083,188,471,178,2.9241,187500
-121.09,38.03,21,2064,342,1021,359,4.517,152200
-121.12,38,36,683,159,505,141,3.4265,158900
-120.99,37.8,32,2564,513,1198,459,2.9083,113400
-121,37.8,13,4030,744,2248,766,3.6107,141300
-120.98,37.79,20,2458,491,1227,481,2.7857,110900
-120.97,37.84,28,2368,430,1231,403,2.883,141900
-120.96,37.77,32,2262,416,1156,404,3.8534,157600
-121.04,37.78,32,2916,528,1466,473,2.5643,200000
-121.06,37.86,24,1713,328,1258,324,2.683,169400
-121.13,37.74,31,677,144,523,159,2.4598,97100
-121.13,37.74,28,409,104,244,98,3.4643,90900
-121.12,37.73,35,1107,227,573,210,2.3924,102200
-121.13,37.74,21,2376,475,1175,441,3.6016,134600
-121.13,37.73,40,1126,220,667,235,3.3158,125900
-121.11,37.74,11,3886,599,1605,529,4.4213,182700
-121.1,37.8,35,1853,331,958,340,3.3578,149000
-121.11,37.76,22,2606,411,1252,397,4.1833,192100
-121.16,37.73,7,4956,941,3006,915,3.4426,139000
-121.25,37.76,22,2430,417,1292,391,3.4009,182400
-121.22,37.72,34,2123,387,1310,368,2.6368,165600
-121.22,37.81,17,2879,542,1802,530,3.6378,126100
-121.22,37.8,28,2608,576,1719,554,2.1186,94400
-121.22,37.8,37,1038,222,521,211,2.125,91900
-121.21,37.81,18,2404,498,1531,506,2.995,124300
-121.21,37.8,31,699,186,460,170,2.7443,94200
-121.21,37.8,44,300,72,160,73,2.1786,120800
-121.21,37.8,45,370,84,167,70,1.4853,101800
-121.21,37.79,33,811,185,446,198,1.6724,96900
-121.21,37.8,33,1862,429,971,389,2.6053,99200
-121.21,37.81,8,1883,298,999,301,5.193,172100
-121.2,37.8,28,3264,576,1512,567,3.7546,135300
-121.2,37.8,24,1698,344,927,313,3.5625,130800
-121.2,37.79,36,866,160,502,149,2.4798,101500
-121.2,37.8,37,311,61,171,54,4.0972,101800
-121.21,37.81,12,3667,640,2173,652,5.0369,163900
-121.17,37.88,22,1283,256,3082,239,3.5365,111800
-121.17,37.82,35,2506,406,1316,398,3.8472,197600
-121.2,37.83,18,3415,580,1912,562,4.4423,161400
-121.2,37.81,26,395,74,193,72,7.3718,212500
-121.19,37.81,8,4019,857,1959,782,2.7321,175000
-121.18,37.79,16,1326,286,509,297,1.9464,112500
-121.2,37.78,4,58,29,79,29,3.375,106300
-121.23,37.78,20,273,49,149,49,4.8229,158300
-121.24,37.79,7,5151,867,2553,805,4.075,195000
-121.27,37.79,16,1853,390,1013,362,2.7083,173900
-121.22,37.8,13,335,89,247,77,1.6111,74100
-121.22,37.79,36,1052,221,712,212,1.7228,105000
-121.22,37.79,38,2152,451,1320,457,2.5025,101900
-121.23,37.79,21,1922,373,1130,372,4.0815,117900
-121.22,37.79,5,3107,477,1549,443,4.4766,169400
-121.23,37.79,23,1985,424,1198,389,2.7734,116800
-121.23,37.8,11,2451,665,1155,533,2.2254,130800
-121.24,37.81,6,3883,800,2319,787,3.5595,161000
-121.23,37.81,15,2906,537,1886,557,4.2431,137100
-121.22,37.81,20,1811,352,1191,327,4.0125,121500
-121.22,37.82,13,4452,949,2740,937,3.1964,141500
-121.23,37.81,16,2085,342,1236,345,5.5591,149300
-121.23,37.82,8,1289,235,867,239,4.6821,138500
-121.23,37.82,14,1847,325,1030,309,4.9271,155300
-121.23,37.84,28,1347,241,713,225,4.0208,155700
-121.24,37.82,9,6169,959,3378,945,5.1047,157900
-121.3,37.85,35,1034,206,604,192,2.2391,120000
-121.31,37.81,36,284,53,130,47,3.1429,179200
-121.29,37.8,6,110,26,69,24,3.7292,475000
-121.27,37.82,26,1170,238,830,216,2.6458,127500
-121.28,37.83,32,696,151,443,144,2.5156,86300
-121.28,37.82,10,9205,1774,5935,1673,3.65,119400
-121.37,37.77,19,2610,474,1290,452,4.1298,222800
-121.4,37.74,20,2706,477,1236,474,4.15,322400
-121.43,37.78,24,807,174,585,166,2.6181,163500
-121.48,37.77,19,2364,373,1264,390,5.0176,274200
-121.52,37.75,18,1544,272,825,286,4.3229,327300
-121.46,37.73,20,2039,373,862,330,5.1629,222900
-121.45,37.72,2,2239,321,766,219,5.75,240200
-121.44,37.7,5,1365,196,591,156,6.0389,215100
-121.42,37.71,7,8297,1433,4189,1271,4.3696,170700
-121.42,37.76,18,5501,1051,2964,1009,4.1855,162100
-121.42,37.75,33,1999,368,1061,390,3.5242,121400
-121.42,37.74,45,818,144,340,138,4.8021,133500
-121.42,37.74,38,773,147,320,134,2.825,152500
-121.42,37.74,35,796,132,313,152,3.15,153200
-121.42,37.75,33,1329,266,683,233,4.3687,128700
-121.43,37.75,34,1280,268,754,294,3.1333,132000
-121.43,37.75,41,1717,325,855,303,2.75,127300
-121.43,37.75,42,1207,278,699,279,3.3611,117600
-121.43,37.74,52,876,170,426,179,3.0865,119800
-121.43,37.74,40,859,196,427,176,3.5789,110400
-121.43,37.75,30,1912,451,1065,388,2.1424,125000
-121.43,37.76,7,2125,508,1358,464,3.6312,147600
-121.44,37.76,5,7264,1285,3670,1146,5.0443,194800
-121.45,37.75,15,3846,677,2360,635,4.6173,164800
-121.44,37.74,33,1875,363,970,381,3.5096,141700
-121.44,37.75,29,918,159,417,166,4.2768,151300
-121.44,37.75,16,2229,458,1199,445,3.4821,170600
-121.42,37.74,19,1393,367,915,355,1.1957,103100
-121.43,37.74,52,966,247,589,228,1.6937,108300
-121.43,37.74,52,994,258,623,264,1.725,111500
-121.44,37.74,25,456,116,370,106,3.1319,112500
-121.44,37.73,7,8363,1314,3907,1068,5.3321,208100
-121.43,37.73,40,1718,391,1312,388,2.9955,134700
-121.42,37.73,2,2682,393,883,271,5.9934,196700
-121.29,37.72,22,1630,404,4402,358,1.9792,63000
-121.32,37.67,21,1494,271,781,255,4.3015,250000
-121.47,37.58,14,1594,292,887,287,4.6625,294000
-119.93,35.2,29,1649,342,671,264,3.0602,69800
-121.58,37.01,44,3192,565,1439,568,4.3693,234000
-121.57,37,18,7241,1225,4168,1138,4.5714,260300
-121.57,36.98,14,5231,817,2634,799,4.9702,279800
-121.58,37.01,15,2873,547,1582,567,5.1519,264700
-121.59,36.97,16,865,123,403,130,5.7396,308700
-121.59,37.01,16,6637,1171,3575,1162,4.3227,251500
-121.58,37.03,16,3120,685,2383,681,3.5551,198600
-121.58,37.02,27,2303,471,1447,467,3.2019,203600
-121.59,37.02,14,6355,1279,3704,1224,4.4233,228600
-121.57,37.02,17,2889,624,2681,608,2.9417,178000
-121.57,37.01,44,1448,393,1066,357,2.0625,170300
-121.56,37,20,3976,953,3866,950,2.5387,160100
-121.54,36.99,27,2361,449,1782,397,3.2614,305000
-121.51,37.02,19,2372,394,1142,365,4.0238,374600
-121.55,37.37,39,759,141,252,106,3.6964,262500
-121.37,37.06,25,474,92,300,104,3.8062,340900
-122.39,40.59,26,1279,438,1276,420,1.2404,81300
-122.39,40.58,44,1625,392,944,347,1.5972,68900
-122.37,40.58,25,2054,495,835,475,2.1538,76900
-122.38,40.58,34,1262,267,520,259,1.6983,72600
-122.38,40.58,36,1808,384,807,383,1.8375,74800
-122.36,40.58,17,1220,275,800,261,1.9181,118800
-122.34,40.58,7,4843,992,2223,932,3.0549,101700
-122.35,40.57,22,589,97,338,107,3.2639,87500
-122.34,40.57,24,1610,307,748,307,2.6591,82800
-122.38,40.57,43,2251,542,1479,512,1.5676,58200
-122.38,40.56,23,2281,408,1164,420,3.5347,101200
-122.38,40.54,36,1216,240,647,228,2.6944,75300
-122.37,40.54,28,2213,390,1096,378,3.6923,86900
-122.4,40.58,40,3895,929,1782,910,1.3329,78200
-122.41,40.58,35,2072,385,1029,375,2.8512,75600
-122.4,40.58,43,1455,300,747,279,2.7857,104200
-122.39,40.57,38,855,172,468,150,1.4091,84400
-122.42,40.59,24,5045,972,2220,979,2.6792,138900
-122.45,40.61,17,785,155,417,136,2.3289,58200
-122.45,40.56,17,1712,307,963,329,3.9375,148700
-122.42,40.57,10,7949,1309,3176,1163,4.1099,120100
-122.4,40.57,23,1321,259,749,222,1.655,90100
-122.4,40.62,9,4794,889,2162,865,3.1439,103100
-122.42,40.6,5,2614,433,1275,411,3.4464,122900
-122.39,40.6,22,2195,489,1021,460,1.4125,66500
-122.38,40.61,14,4773,1133,2101,1072,1.7227,105000
-122.37,40.6,7,5178,1336,2557,1283,2.4079,111400
-122.39,40.64,13,3604,704,1598,670,2.4141,78700
-122.36,40.62,11,3896,886,1902,843,2.2905,94200
-122.34,40.63,10,2183,369,1061,325,3.6853,151600
-122.33,40.6,5,6383,1206,2965,1141,3.8103,111100
-122.32,40.58,2,1937,350,756,274,3,114200
-122.3,40.58,19,1043,204,505,183,1.6033,98800
-122.36,40.56,20,3592,868,1865,781,2.0258,64800
-122.37,40.55,26,1435,234,544,232,2.6705,136700
-122.36,40.55,21,2500,466,1428,502,2.6513,113300
-122.46,40.52,13,2085,322,1077,333,5.2149,146500
-122.41,40.55,19,3753,761,1952,738,3.0954,86500
-122.41,40.53,28,1127,245,538,208,2.037,72000
-122.39,40.53,28,1427,304,692,285,2.125,80800
-122.39,40.52,24,2068,346,951,332,3.9306,85900
-122.4,40.51,20,1750,352,834,340,2.485,100600
-122.37,40.52,18,4547,774,2269,766,3.7896,98100
-122.35,40.56,16,2801,614,1695,563,1.9,81600
-122.35,40.56,12,3900,863,2145,864,1.9881,85200
-122.35,40.54,17,2280,453,976,434,2.71,97800
-122.36,40.57,31,431,90,231,78,2.184,77300
-122.35,40.57,18,2226,490,859,451,1.6821,69400
-122.34,40.57,26,2187,472,1339,463,2.0395,67900
-122.33,40.57,16,2777,503,1432,500,2.5592,75900
-122.32,40.57,15,2524,449,1374,467,3.3816,93800
-122.31,40.55,11,13714,2302,6511,2267,3.5522,100100
-122.34,40.51,16,2247,502,1206,463,1.9946,119200
-122.33,40.52,23,2801,507,1318,454,3.5081,116700
-122.31,40.49,18,4026,718,1731,705,3.35,118400
-122.28,40.5,21,2405,476,1197,412,2.6488,83100
-122.4,40.71,22,2390,484,1131,452,2.1458,84700
-122.43,40.66,15,2532,458,1183,450,2.5417,92200
-122.42,40.63,23,2248,489,1132,444,1.6429,80400
-122.38,40.69,21,1774,370,875,354,1.7422,61500
-122.36,40.69,32,3611,772,2060,759,1.7427,60600
-122.35,40.68,36,1822,449,930,399,1.3801,56600
-122.36,40.68,28,1745,379,1011,370,2.0391,59800
-122.38,40.67,10,2281,444,1274,438,2.212,65600
-122.36,40.66,17,2786,559,1528,517,2.0119,75800
-122.31,40.65,11,3664,647,1686,613,2.9338,141600
-122.25,40.6,16,2753,494,1414,459,3.8323,128300
-122.23,40.63,16,1141,220,563,200,2.3287,130700
-122.25,40.66,15,2771,546,1423,505,3.6413,108500
-122.32,40.71,18,2879,578,1399,586,2.4036,105400
-122.31,40.75,18,1411,330,494,227,1.4911,75800
-122.27,40.53,17,2255,416,1171,411,2.875,129800
-122.26,40.58,14,2539,466,1271,438,3.9762,138500
-122.23,40.57,18,1633,243,750,252,5.1585,150800
-122.24,40.51,23,2216,378,1006,338,4.559,116800
-122.31,40.45,10,1187,236,728,248,2.0469,66800
-122.31,40.45,25,2596,557,1536,549,2.0221,60400
-122.29,40.44,30,1270,365,840,324,1.3904,48100
-122.29,40.43,21,2842,640,1658,608,1.9943,59800
-122.29,40.47,20,2858,612,1422,589,1.9657,63000
-122.31,40.47,26,2723,551,1326,547,2.3594,66000
-122.3,40.45,32,1286,271,694,236,1.6579,68500
-122.27,40.46,14,2633,530,1324,513,2.2768,78600
-122.24,40.45,27,1804,321,782,300,3.5978,80600
-122.25,40.42,17,1429,265,692,245,2.8611,98700
-122.23,40.4,18,2102,377,1059,384,3.0556,95500
-122.27,40.39,26,1833,422,939,408,1.3571,59000
-122.29,40.39,17,1682,332,887,316,1.8438,76400
-122.33,40.48,26,695,126,319,124,3.2788,101600
-122.33,40.47,30,2502,523,1296,481,2.125,66100
-122.36,40.48,21,2333,514,1308,509,2.0899,74800
-122.37,40.45,18,1748,337,921,327,3.3315,85400
-122.42,40.44,16,994,,495,181,2.1875,76400
-122.43,40.47,16,3552,704,1801,658,2.1496,97700
-122.45,40.46,16,2734,501,1413,484,2.8085,105700
-122.37,40.39,12,3783,702,1970,639,3.3005,98500
-122.32,40.42,17,3019,578,1538,545,2.793,76500
-122.56,40.75,20,1182,250,512,210,1.7935,74500
-122.57,40.61,27,1540,315,883,321,2.8036,93400
-122.66,40.52,13,3013,486,1361,515,4.5357,171200
-122.76,40.4,22,2153,461,903,314,2.125,123200
-122.34,41.06,33,2149,498,631,273,1.8816,65800
-122.31,40.89,18,754,161,247,107,2.2583,78800
-122.45,40.85,20,2701,573,892,358,2.7736,107800
-122.07,40.95,14,2721,627,1356,468,3.0299,73200
-121.89,40.97,26,1183,276,513,206,2.225,52000
-121.86,40.77,17,2816,639,1027,406,2.503,65600
-121.83,40.69,14,821,170,477,129,3.15,87500
-122.08,40.64,14,3099,519,1447,494,4.0132,141200
-122.06,40.55,17,3057,577,1497,556,3.5189,101000
-121.92,40.52,13,4581,881,1799,734,2.2993,99500
-121.67,40.61,8,2411,463,786,297,2.1513,80400
-121.55,40.48,14,2413,524,805,329,2.7857,77400
-121.64,40.9,24,2237,434,834,318,1.7538,90300
-121.67,40.87,31,1581,299,776,287,2.9063,77800
-121.65,40.88,15,2909,549,1537,522,3.0179,61300
-121.67,40.89,17,2548,537,1118,461,2.267,57800
-121.63,40.92,23,1922,411,872,350,2.2337,64500
-121.41,40.82,16,2668,516,915,362,2.3393,90300
-121.47,41.12,22,2737,512,1168,442,2.83,88700
-121.45,41.04,33,2029,378,936,343,2.67,77500
-120.08,39.61,32,1404,247,544,201,2.7778,72900
-120.23,39.56,14,1781,346,734,287,2.46,93000
-120.48,39.66,32,1516,289,304,131,1.8839,71000
-120.24,39.67,40,690,129,305,110,2.3625,62500
-120.73,39.63,17,1791,356,432,190,3.8826,92400
-120.24,39.67,52,296,63,143,56,3.625,68600
-120.92,39.56,48,1276,292,358,145,1.875,66600
-120.51,39.52,26,2286,444,498,216,2.065,96100
-121.62,41.78,40,3272,663,1467,553,1.7885,43500
-121.93,41.86,28,4225,835,1908,686,1.74,44000
-122.33,41.86,19,3599,695,1572,601,2.234,58600
-122.53,41.81,21,2400,485,1109,443,1.7639,55400
-122.26,41.66,17,1885,350,953,328,2.1607,61400
-122.64,41.95,18,1867,424,802,314,1.8242,53500
-123.26,41.86,25,2344,532,1117,424,2.7222,64600
-123.38,41.8,25,1941,477,1000,390,2.2976,54400
-123.41,41.6,23,1654,369,669,273,1.965,65400
-122.92,41.7,23,4017,792,1634,619,2.3571,62000
-122.56,41.69,21,2010,360,947,306,2.4107,70100
-122.61,41.74,15,4206,922,1863,869,2.0591,55700
-122.64,41.74,33,2644,459,1113,483,3.3095,81300
-122.64,41.73,36,3319,664,1492,631,1.8694,71200
-122.64,41.73,50,1525,308,661,285,2.2206,63200
-122.65,41.72,15,3643,801,1784,743,1.8533,57500
-122.73,41.76,19,2200,414,950,367,2.5357,94200
-122.64,41.63,19,2722,479,1108,430,3.1062,100000
-122.56,41.53,29,1729,355,848,328,2.2024,60900
-122.93,41.48,20,4288,789,1800,660,2.723,79600
-122.9,41.46,31,1277,263,600,241,1.7292,61700
-123.08,41.26,34,2773,679,1066,424,1.6757,63300
-122.38,41.54,14,4453,797,1817,685,2.7468,81100
-122.49,41.43,19,3689,644,1544,566,3.125,76100
-122.38,41.43,45,2245,448,1155,421,1.6509,46200
-122.37,41.41,28,1729,419,929,370,1.27,53100
-122.39,41.41,23,910,199,370,169,1.7448,80100
-122.32,41.31,45,1393,294,521,249,1.1915,71900
-122.3,41.32,13,2300,513,1151,488,2.1571,81500
-122.3,41.31,29,4059,787,1700,702,2.4526,97100
-122.28,41.38,15,5266,1031,2147,885,2.8036,110100
-122.45,41.28,15,2740,503,1188,445,3.4519,128800
-122.34,41.21,26,178,40,55,25,2.0375,57500
-122.27,41.23,40,1958,386,725,331,2.1898,65500
-122.27,41.2,52,4513,985,1926,815,1.5923,56000
-121.76,41.5,31,602,153,112,47,1.0667,34200
-122.09,41.32,52,4019,824,1728,706,2.2462,62900
-122.07,38.26,15,1173,146,450,154,6.0487,197700
-122.06,38.27,14,6920,996,3196,978,5.0672,171300
-122.07,38.27,8,6761,1234,3237,1177,4.3586,173400
-122.08,38.3,2,6718,858,2012,654,6.8872,305200
-122.04,38.28,12,3861,795,2129,806,3.676,135000
-122.04,38.28,25,3304,493,1464,488,5.2527,130600
-122.03,38.28,15,5114,833,2418,778,4.4882,144000
-122.03,38.3,5,1569,199,713,209,6.6779,223900
-122,38.28,3,7030,1191,3238,1055,4.962,161700
-121.98,38.29,4,8778,1291,4010,1188,5.4399,187100
-121.99,38.15,36,263,73,88,42,2.5313,162500
-122.05,38.26,32,1070,199,631,195,2.6827,98900
-122.05,38.25,37,1336,251,680,231,3.815,99000
-122.06,38.25,36,1818,323,953,298,3.3153,99000
-122.06,38.25,34,1562,289,898,307,3.3598,107200
-122.06,38.26,36,1248,221,672,222,3.3839,105900
-122.07,38.24,15,7937,1635,4390,1567,3.5464,129800
-122.04,38.25,38,1214,244,632,254,2.8438,94200
-122.05,38.25,39,199,36,101,38,6.2299,105400
-122.04,38.26,34,3082,702,1795,703,2.7885,105900
-122.04,38.25,37,1176,291,648,271,2.7167,92200
-122.04,38.25,32,1203,287,571,255,3.0938,110400
-122.04,38.25,52,582,131,241,106,2.4,125000
-122.05,38.26,21,7195,1416,3927,1377,3.0912,126300
-122.04,38.27,16,8517,1910,4508,1837,3.1853,129600
-122.03,38.27,24,3580,735,1959,731,2.7284,118500
-122.03,38.26,25,4617,1046,2685,1011,2.9576,108500
-122.02,38.26,27,3440,787,2085,748,2.5896,104700
-122.03,38.25,35,1940,384,1177,403,3.1389,101100
-122.02,38.27,20,2237,464,1169,425,3.2115,99100
-122.02,38.26,20,3899,763,2198,779,3.2061,120400
-122.01,38.27,17,9089,1542,4758,1520,4.0619,126600
-122.02,38.26,8,2894,602,1566,572,3.6335,131600
-122,38.23,1,2062,343,872,268,5.2636,191300
-122.03,38.24,16,1104,164,495,156,5.4074,157700
-122.04,38.24,22,2761,757,2612,641,1.6875,87500
-122.04,38.24,30,2081,456,1005,438,1.9954,92900
-122.03,38.25,13,3334,541,1923,538,4.0905,134800
-122.01,38.25,11,6550,1149,3570,1123,3.8583,137900
-122.01,38.25,16,1081,181,792,184,4.6779,131300
-122.02,38.25,10,2237,454,1255,429,3.1176,126500
-122,38.25,7,11768,1893,6657,1874,4.9222,142900
-121.98,38.25,4,2487,440,1545,452,4.9103,140400
-122.01,38.26,12,4132,710,2087,633,4.5987,139700
-121.99,38.27,16,4138,758,1762,723,3.1979,137500
-121.99,38.26,18,921,126,368,120,6.0842,261100
-121.94,38.27,35,10869,2226,9879,2152,2.5681,81300
-121.94,38.37,17,7973,1591,2899,1502,2.8357,120100
-121.94,38.37,14,1156,216,574,227,3.2396,143800
-121.94,38.38,25,182,48,71,52,1.0208,78600
-121.94,38.36,2,4953,735,1791,562,5.0346,205100
-121.99,38.48,17,1824,348,934,305,4.6719,250000
-122.01,38.44,12,2344,354,1035,321,4.9773,281200
-122,38.41,11,2838,429,1331,426,4.945,298400
-122.07,38.41,17,3053,595,1434,557,3.4741,245800
-121.95,38.43,19,3011,551,1665,535,5.1534,232800
-121.94,38.41,15,1263,211,665,208,4.5,260900
-121.92,38.37,26,2056,413,933,367,2.7051,193800
-121.96,38.34,15,2857,373,1325,359,6.0252,151700
-121.96,38.34,14,3035,680,1597,663,3.6036,143500
-121.95,38.35,16,2084,292,1099,292,5.8269,150200
-121.94,38.35,8,3157,559,1758,569,4.412,140100
-121.92,38.34,2,7747,1133,3481,1083,6.1112,181000
-121.95,38.34,9,4999,874,2687,817,4.2324,142100
-121.96,38.33,3,7985,1257,3664,1215,4.976,158300
-121.96,38.32,12,5127,998,2749,976,4.0458,130600
-121.93,38.31,25,185,32,85,32,4.875,250000
-121.98,38.32,45,19,5,7460,6,10.2264,137500
-121.98,38.36,33,1083,217,562,203,2.433,101700
